Node,Type,Degree,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Louvain_Community,Leiden_Community
pelvic inflammatory disease,Disease,11,0.010036496350364963,0.0018267633138656608,0.297745177940777,3,1
liver disease,Disease,12,0.010948905109489052,0.002878131591172493,0.30217810862972155,3,5
chronic constipation,Disease,11,0.010036496350364963,0.001305641630369745,0.28661087866108786,3,5
thyroid cancer,Disease,4,0.0036496350364963502,0.00024721402636892424,0.2580037664783427,2,2
flu,Disease,10,0.009124087591240875,0.002414842348121718,0.3094297007340486,2,5
friedrich ataxia,Disease,3,0.002737226277372263,0.0004734491502677264,0.2660840009711095,2,2
tic (movement) disorder,Disease,6,0.005474452554744526,0.0025284587086725,0.29430719656283566,0,3
skin polyp,Disease,11,0.010036496350364963,0.0008083986242214394,0.27068411953568783,8,6
brachial neuritis,Disease,11,0.010036496350364963,0.002891827561026561,0.2928915018706574,7,0
cervical cancer,Disease,6,0.005474452554744526,0.00031807321802568663,0.24920418371987266,3,1
adrenal adenoma,Disease,4,0.0036496350364963502,0.0019201696892490719,0.293048128342246,0,3
esophagitis,Disease,12,0.010948905109489052,0.003378734614052112,0.31413012324448264,3,5
gas gangrene,Disease,2,0.0018248175182481751,0.0005239870401265187,0.2708178897949098,3,5
yeast infection,Disease,9,0.008211678832116789,0.002499502565090394,0.30043859649122806,3,1
spina bifida,Disease,6,0.005474452554744526,0.005244327001433738,0.3051224944320713,0,3
drug poisoning due to medication,Disease,7,0.006386861313868613,0.0014465562281976486,0.27441161742613923,0,3
alcoholic liver disease,Disease,7,0.006386861313868613,0.001971067421831753,0.29726064551125575,3,5
malignant hypertension,Disease,7,0.006386861313868613,0.0017215791864419656,0.31368059530623926,0,3
diverticulitis,Disease,12,0.010948905109489052,0.0019298005505051076,0.29613617941097004,3,5
moyamoya disease,Disease,2,0.0018248175182481751,0.00011946715187459192,0.25673459826657297,0,3
heat exhaustion,Disease,8,0.0072992700729927005,0.001186981880797507,0.3089064261555806,1,4
psychotic disorder,Disease,11,0.010036496350364963,0.000639642860165833,0.2687591956841589,0,3
frostbite,Disease,3,0.002737226277372263,0.0008019718291703019,0.2707509881422925,0,4
atrophy of the corpus cavernosum,Disease,5,0.004562043795620438,0.0017543322014545177,0.2677088422081094,8,6
smoking or tobacco addiction,Disease,11,0.010036496350364963,0.004506397276848299,0.31485205400746913,0,3
sprain or strain,Disease,12,0.010948905109489052,0.005226348093690233,0.30159603742432584,7,0
essential tremor,Disease,7,0.006386861313868613,0.001037945159620198,0.2832773326440941,7,0
open wound of the ear,Disease,5,0.004562043795620438,0.0004040929588365844,0.24350144412352812,2,2
foreign body in the nose,Disease,2,0.0018248175182481751,4.732871037304742e-05,0.24948782153425905,2,5
idiopathic painful menstruation,Disease,11,0.010036496350364963,0.0015199629205814007,0.2746867167919799,3,1
down syndrome,Disease,6,0.005474452554744526,0.0015114048946858263,0.2796631793824955,0,2
idiopathic infrequent menstruation,Disease,4,0.0036496350364963502,0.0005119368850323484,0.27586206896551724,3,5
pneumothorax,Disease,8,0.0072992700729927005,0.0029055980857184056,0.3130534133104827,1,4
de quervain disease,Disease,7,0.006386861313868613,0.001218474908750993,0.2640963855421687,7,0
fracture of the vertebra,Disease,8,0.0072992700729927005,0.0016961308968895753,0.272840428180234,7,0
human immunodeficiency virus infection (hiv),Disease,3,0.002737226277372263,4.955015607919401e-05,0.2415693189332158,0,3
mumps,Disease,4,0.0036496350364963502,0.0002537188862417807,0.24858244499886595,2,2
subarachnoid hemorrhage,Disease,6,0.005474452554744526,0.0022573814803000182,0.30393788130892957,1,4
acute fatty liver of pregnancy (aflp),Disease,2,0.0018248175182481751,0.0003285877541844864,0.2700837851158206,5,5
ectropion,Disease,5,0.004562043795620438,0.00011042143274746584,0.24312333629103816,6,7
scar,Disease,7,0.006386861313868613,0.0003703261555870614,0.27028360049321826,8,6
lactose intolerance,Disease,6,0.005474452554744526,0.0015227392980316657,0.28408501814411613,3,5
eustachian tube dysfunction (ear disorder),Disease,11,0.010036496350364963,0.0018973816516286508,0.27937802702013764,2,2
swollen or red tonsils,Symptom,2,0.0018248175182481751,9.37416030167181e-06,0.2194633560272327,2,2
appendicitis,Disease,11,0.010036496350364963,0.00157228230565417,0.29621621621621624,3,5
graves disease,Disease,7,0.006386861313868613,0.0012905635151512769,0.280306905370844,1,4
dissociative disorder,Disease,5,0.004562043795620438,0.000753039922569662,0.2615127654497733,0,3
open wound of the face,Disease,2,0.0018248175182481751,0.00018020815283913635,0.242263483642794,2,2
dislocation of the vertebra,Disease,5,0.004562043795620438,0.000623619173800957,0.2719602977667494,7,0
phimosis,Disease,6,0.005474452554744526,0.0004059106145229583,0.2489211900976607,5,1
hyperemesis gravidarum,Disease,11,0.010036496350364963,0.003246125829000268,0.3134114955676294,3,5
pregnancy,Disease,6,0.005474452554744526,0.0005746737218476536,0.23088266273435853,3,1
thalassemia,Disease,2,0.0018248175182481751,8.427689444651996e-05,0.2497721057429353,0,3
placenta previa,Disease,4,0.0036496350364963502,0.00021404096293918342,0.24194260485651214,3,1
epidural hemorrhage,Disease,3,0.002737226277372263,0.000534279401329213,0.2764186633039092,5,3
septic arthritis,Disease,5,0.004562043795620438,0.0018371334435731037,0.2760705289672544,7,0
athlete's foot,Disease,8,0.0072992700729927005,0.0010380621850950282,0.2702169625246548,8,6
pleural effusion,Disease,10,0.009124087591240875,0.002595834083715681,0.3183270403717688,1,4
aphakia,Disease,4,0.0036496350364963502,3.0103372110038417e-05,0.24339329335998222,6,7
vulvar disorder,Disease,6,0.005474452554744526,0.0005218260981308264,0.24801991400769405,3,1
sialoadenitis,Disease,9,0.008211678832116789,0.0017932324484148487,0.2805939580133128,2,2
gynecomastia,Disease,7,0.006386861313868613,0.003069825991499326,0.27544609198291026,7,8
problems with shape or size of breast,Symptom,1,0.0009124087591240876,0.0,0.21600315333070555,7,8
urinary tract infection,Disease,11,0.010036496350364963,0.0030251025300688855,0.3027624309392265,5,1
histoplasmosis,Disease,3,0.002737226277372263,0.0007386447349938594,0.268167359921703,0,7
erythema multiforme,Disease,5,0.004562043795620438,0.0005266305069003169,0.28298476633100955,2,2
scoliosis,Disease,7,0.006386861313868613,0.0008407382274655055,0.2741370685342671,7,0
bunion,Disease,5,0.004562043795620438,0.0021118857280525228,0.25965411040037906,8,6
arrhythmia,Disease,8,0.0072992700729927005,0.0012642429967080243,0.29033112582781456,1,4
trigeminal neuralgia,Disease,7,0.006386861313868613,0.001560857196853821,0.2909477037430316,6,3
ankylosing spondylitis,Disease,10,0.009124087591240875,0.0016026199833588687,0.27760891590678827,7,0
peripheral nerve disorder,Disease,12,0.010948905109489052,0.004276220156863124,0.30486787204450627,7,0
sebaceous cyst,Disease,11,0.010036496350364963,0.002365922839937931,0.272636815920398,8,6
poisoning due to antipsychotics,Disease,3,0.002737226277372263,0.0001381765291477798,0.26862745098039215,0,3
neurosis,Disease,11,0.010036496350364963,0.002001354588736053,0.2890295358649789,0,3
prostate cancer,Disease,8,0.0072992700729927005,0.003347436724069857,0.25253456221198156,5,1
flushing,Symptom,1,0.0009124087591240876,0.0,0.20165593376264948,5,1
cerebral edema,Disease,6,0.005474452554744526,0.0014769754722368412,0.2996172772006561,0,3
dislocation of the finger,Disease,5,0.004562043795620438,0.0006821660346352537,0.25922421948912017,7,0
birth trauma,Disease,3,0.002737226277372263,0.000756304740485061,0.26441495778045837,5,3
chronic pancreatitis,Disease,8,0.0072992700729927005,0.004003616368435823,0.3118952760387023,3,5
hematoma,Disease,5,0.004562043795620438,0.0011314784775807872,0.2879663688912244,7,0
carcinoid syndrome,Disease,2,0.0018248175182481751,0.00030535969412951293,0.24447914343073834,9,9
open wound of the head,Disease,2,0.0018248175182481751,0.00011960660734097237,0.27441161742613923,0,3
seborrheic keratosis,Disease,11,0.010036496350364963,0.0009011715578971262,0.2719602977667494,8,6
burn,Disease,6,0.005474452554744526,0.0026615733747885643,0.2834238427721748,7,0
spontaneous abortion,Disease,12,0.010948905109489052,0.0011006313956037335,0.27324856644228374,3,1
genital herpes,Disease,7,0.006386861313868613,0.0014370948500878962,0.2700837851158206,3,1
adjustment reaction,Disease,9,0.008211678832116789,0.0005348847713800696,0.26232647199617043,0,3
gallstone,Disease,11,0.010036496350364963,0.0013788045867076102,0.3020115734362083,3,5
multiple sclerosis,Disease,11,0.010036496350364963,0.0026171259787730865,0.30385361796506793,0,3
zenker diverticulum,Disease,3,0.002737226277372263,0.0004118312619145134,0.2729763387297634,0,4
fracture of the pelvis,Disease,7,0.006386861313868613,0.0015929338611049952,0.2802352339555101,7,0
pneumoconiosis,Disease,4,0.0036496350364963502,0.0005830959980910471,0.292500667200427,1,4
hyperlipidemia,Disease,3,0.002737226277372263,0.00028374879737835975,0.2648622522957951,1,4
ulcerative colitis,Disease,9,0.008211678832116789,0.001114081254187973,0.28320413436692504,3,5
male genitalia infection,Disease,6,0.005474452554744526,0.0010466923017686696,0.26238927459899447,5,1
hpv,Disease,3,0.002737226277372263,0.00028645272964014575,0.24420677361853832,3,1
angina,Disease,11,0.010036496350364963,0.0030521040066829657,0.2989634478996181,1,4
injury to the spinal cord,Disease,4,0.0036496350364963502,0.001041427213970158,0.2867608581894296,7,0
nasal polyp,Disease,8,0.0072992700729927005,0.0011274040909345074,0.2890295358649789,2,2
lichen simplex,Disease,5,0.004562043795620438,0.0010427903499948435,0.27155599603567887,8,6
trichiasis,Disease,5,0.004562043795620438,0.0019569184262731147,0.25189611583544014,6,7
acariasis,Disease,4,0.0036496350364963502,0.0009165787756193148,0.2601471635414194,8,6
colorectal cancer,Disease,6,0.005474452554744526,0.0014487982256778515,0.267578125,3,5
skin pigmentation disorder,Disease,11,0.010036496350364963,0.0008290911832313417,0.27209533267130087,8,6
factitious disorder,Disease,4,0.0036496350364963502,0.0002841248681668477,0.26843007592456525,0,3
lymphogranuloma venereum,Disease,3,0.002737226277372263,0.0003231492641613413,0.251780381346198,2,2
galactorrhea of unknown cause,Disease,4,0.0036496350364963502,0.0018220736150193827,0.25673459826657297,4,8
g6pd enzyme deficiency,Disease,2,0.0018248175182481751,0.00048255237016641566,0.26576139670223087,5,2
nerve impingement near the shoulder,Disease,8,0.0072992700729927005,0.0012512745387855512,0.26390561040211896,7,0
toxoplasmosis,Disease,2,0.0018248175182481751,0.000415927170137303,0.24830086089714545,5,7
fibroadenoma,Disease,6,0.005474452554744526,0.0008447895757760784,0.24684684684684685,4,8
open wound of the hand,Disease,4,0.0036496350364963502,0.0003968692529307863,0.24312333629103816,7,0
missed abortion,Disease,9,0.008211678832116789,0.0007843199249151262,0.27216290042215047,3,1
diabetic ketoacidosis,Disease,10,0.009124087591240875,0.0032324926289431606,0.3150330554757114,3,5
granuloma inguinale,Disease,2,0.0018248175182481751,0.0002518120737840105,0.26045627376425856,9,9
obsessive compulsive disorder (ocd),Disease,9,0.008211678832116789,0.0008095431735701726,0.2729763387297634,0,3
injury of the ankle,Disease,8,0.0072992700729927005,0.001364961109342726,0.2613257033857892,7,0
hyponatremia,Disease,9,0.008211678832116789,0.002575348060728519,0.3137703979387346,1,4
stricture of the esophagus,Disease,6,0.005474452554744526,0.0006876257325591874,0.2895640686922061,3,5
fracture of the ankle,Disease,7,0.006386861313868613,0.0034616607741927764,0.25631431244153413,7,0
ankle weakness,Symptom,1,0.0009124087591240876,0.0,0.20405883448147458,7,0
soft tissue sarcoma,Disease,7,0.006386861313868613,0.0007418991508537527,0.2674475353831137,8,6
bone disorder,Disease,7,0.006386861313868613,0.0028800268208362635,0.27923566878980893,7,0
epilepsy,Disease,7,0.006386861313868613,0.0037097915802823804,0.2853423587607394,0,3
muscle weakness,Symptom,1,0.0009124087591240876,0.0,0.22204213938411668,0,3
personality disorder,Disease,11,0.010036496350364963,0.0003869181633277518,0.26928746928746927,0,3
shingles (herpes zoster),Disease,9,0.008211678832116789,0.0076322856941255166,0.32416444838805086,8,6
tourette syndrome,Disease,5,0.004562043795620438,0.0006194080682698829,0.28857293312269616,0,3
avascular necrosis,Disease,4,0.0036496350364963502,0.0012590130223050443,0.267578125,7,0
strep throat,Disease,12,0.010948905109489052,0.003834623754693907,0.316854582249205,2,2
spinocerebellar ataxia,Disease,4,0.0036496350364963502,0.0003841605012243203,0.2791645440652063,0,3
osteomyelitis,Disease,7,0.006386861313868613,0.0013527713549394468,0.274,7,0
sjogren syndrome,Disease,6,0.005474452554744526,0.0025755917757512904,0.2696186961869619,6,7
adhesive capsulitis of the shoulder,Disease,6,0.005474452554744526,0.00039277443972697573,0.2587346553352219,7,0
viral hepatitis,Disease,5,0.004562043795620438,0.0016245130852566758,0.28116983068240126,3,5
tonsillar hypertrophy,Disease,8,0.0072992700729927005,0.001060471264226053,0.27434292866082605,2,2
gastritis,Disease,10,0.009124087591240875,0.0024860806201892583,0.3177732676138011,3,5
skin cancer,Disease,10,0.009124087591240875,0.000858927799551112,0.2712871287128713,8,6
rheumatic fever,Disease,2,0.0018248175182481751,0.0002517045008725429,0.23073684210526316,9,9
aphthous ulcer,Disease,8,0.0072992700729927005,0.001496419610646916,0.29179978700745474,2,2
tonsillitis,Disease,9,0.008211678832116789,0.004186423862606457,0.2589792060491493,2,2
throat redness,Symptom,1,0.0009124087591240876,0.0,0.2057443213816407,2,2
intestinal cancer,Disease,5,0.004562043795620438,0.0019264321840176488,0.2803786134561269,2,5
rocky mountain spotted fever,Disease,2,0.0018248175182481751,0.00016910949974972654,0.27068411953568783,0,3
stomach cancer,Disease,7,0.006386861313868613,0.0005405339213525705,0.2830578512396694,3,5
developmental disability,Disease,11,0.010036496350364963,0.0014561276810917034,0.27001724562700175,0,3
acute stress reaction,Disease,11,0.010036496350364963,0.003877003927246594,0.32225815936489266,0,3
delirium,Disease,10,0.009124087591240875,0.0013147071288362655,0.28182051941373104,0,3
callus,Disease,9,0.008211678832116789,0.0015604889422883867,0.27393151712071984,8,6
guillain barre syndrome,Disease,5,0.004562043795620438,0.0016406433198682402,0.28541666666666665,7,0
lumbago,Disease,7,0.006386861313868613,0.0032952012879049974,0.2688910696761531,7,0
low back cramps or spasms,Symptom,1,0.0009124087591240876,0.0,0.21195126667955907,7,0
deviated nasal septum,Disease,10,0.009124087591240875,0.0015896088889559377,0.2864610559330894,2,2
hemangioma,Disease,10,0.009124087591240875,0.0012886085533491416,0.28196552611268333,8,6
peripheral arterial disease,Disease,8,0.0072992700729927005,0.004003669797085183,0.2784552845528455,7,0
poor circulation,Symptom,1,0.0009124087591240876,0.0,0.2178493341284039,7,0
chronic back pain,Disease,11,0.010036496350364963,0.0021150639442603886,0.27824320893627824,7,0
back stiffness or tightness,Symptom,1,0.0009124087591240876,0.0,0.21771950735001985,7,0
heart failure,Disease,11,0.010036496350364963,0.002094796944935252,0.2982312925170068,1,4
conjunctivitis,Disease,11,0.010036496350364963,0.003856438625412575,0.28066581306017924,6,7
herniated disk,Disease,11,0.010036496350364963,0.0009852406308157205,0.2766279656739021,7,0
rhabdomyolysis,Disease,5,0.004562043795620438,0.0017616692606942886,0.2951791004578508,7,0
breast infection (mastitis),Disease,9,0.008211678832116789,0.006896320175268372,0.27810200456736867,4,8
postpartum problems of the breast,Symptom,1,0.0009124087591240876,0.0,0.2176330420969023,4,8
abdominal aortic aneurysm,Disease,6,0.005474452554744526,0.0009909839254144545,0.29621621621621624,1,5
pulmonary embolism,Disease,11,0.010036496350364963,0.002673574795454864,0.309255079006772,1,4
conduct disorder,Disease,10,0.009124087591240875,0.0010576486186130746,0.2757926522395571,0,3
mastectomy,Disease,3,0.002737226277372263,0.0005230707853508776,0.25571628558096127,4,8
epididymitis,Disease,9,0.008211678832116789,0.0015823713204429126,0.27838455676911356,5,1
premature rupture of amniotic membrane,Disease,3,0.002737226277372263,0.00040687960415014963,0.2689570552147239,0,5
molluscum contagiosum,Disease,9,0.008211678832116789,0.0016406113882840244,0.27028360049321826,8,6
necrotizing fasciitis,Disease,3,0.002737226277372263,0.0002841977661483293,0.2581252943947244,7,0
benign vaginal discharge (leukorrhea),Disease,10,0.009124087591240875,0.0009424968454385601,0.2766279656739021,3,1
bladder obstruction,Disease,8,0.0072992700729927005,0.0035080854828269813,0.2532347504621072,5,1
bedwetting,Symptom,1,0.0009124087591240876,0.0,0.20210215747741103,5,1
melanoma,Disease,8,0.0072992700729927005,0.0016219237093018954,0.26968503937007876,8,6
cervical disorder,Disease,4,0.0036496350364963502,0.0003011346055203048,0.2707509881422925,3,1
laryngitis,Disease,10,0.009124087591240875,0.0020278138924594183,0.2848973225890304,2,2
dyshidrosis,Disease,5,0.004562043795620438,0.0008598176623046269,0.26908912349619446,8,6
poisoning due to opioids,Disease,4,0.0036496350364963502,0.0005203483866323199,0.2803786134561269,0,3
lichen planus,Disease,3,0.002737226277372263,0.0005296708913378784,0.2677088422081094,8,6
gastroduodenal ulcer,Disease,10,0.009124087591240875,0.0011576978311497424,0.29312650441294463,3,5
inguinal hernia,Disease,10,0.009124087591240875,0.0025206378530143814,0.2803786134561269,5,1
eczema,Disease,12,0.010948905109489052,0.0034661607724580136,0.2883451723230729,8,6
asperger syndrome,Disease,8,0.0072992700729927005,0.0004979902278118415,0.27386306846576713,0,3
mucositis,Disease,8,0.0072992700729927005,0.0007381449093153694,0.2702169625246548,2,2
paronychia,Disease,9,0.008211678832116789,0.0026866299843033596,0.26810176125244617,7,0
open wound of the jaw,Disease,2,0.0018248175182481751,9.831056688093449e-05,0.2418358340688438,8,6
white blood cell disease,Disease,9,0.008211678832116789,0.002281823792984361,0.3076923076923077,3,5
kaposi sarcoma,Disease,2,0.0018248175182481751,8.434797212388149e-05,0.26095238095238094,0,3
spondylolisthesis,Disease,10,0.009124087591240875,0.0009344506772589014,0.2779609434440781,7,0
pseudotumor cerebri,Disease,5,0.004562043795620438,0.0015045177612133588,0.2883451723230729,6,7
conjunctivitis due to virus,Disease,10,0.009124087591240875,0.0038959084382177056,0.28189300411522633,6,7
open wound of the nose,Disease,4,0.0036496350364963502,0.0002904437710736342,0.2729083665338645,2,2
